,Application ID,No of times 90 DPD or worse in last 6 months,No of times 60 DPD or worse in last 6 months,No of times 30 DPD or worse in last 6 months,No of times 90 DPD or worse in last 12 months,No of times 60 DPD or worse in last 12 months,No of times 30 DPD or worse in last 12 months,Avgas CC Utilization in last 12 months,No of trades opened in last 6 months,No of trades opened in last 12 months,No of PL trades opened in last 6 months,No of PL trades opened in last 12 months,No of Inquiries in last 6 months (excluding home & auto loans),No of Inquiries in last 12 months (excluding home & auto loans),Presence of open home loan,Outstanding Balance,Total No of Trades,Presence of open auto loan
41337,274007144,0,0,0,0,0,0,113,3,6,2,2,0,1,0,514152,6,0
41338,654309750,0,0,0,0,0,1,88,2,5,1,2,2,4,0,407319,6,0
41339,110304138,0,0,0,0,1,0,105,0,1,0,1,0,0,0,246029,1,0
41340,628067346,0,0,0,0,0,0,113,2,4,2,2,1,3,0,786913,5,1
41341,886797579,0,0,0,1,0,0,30,2,5,1,2,2,4,1,3370136,7,0
41342,975031391,0,0,0,0,0,0,113,1,4,0,2,1,1,0,566599,5,0
41343,559192954,0,0,0,0,0,0,91,1,3,1,1,1,3,0,230125,4,0
41344,716960257,1,1,1,1,1,1,90,1,3,1,1,2,4,0,279465,5,0
41345,301338218,0,0,0,0,0,1,113,2,6,1,3,0,1,1,3468758,7,0
41346,670898541,0,0,0,0,0,0,9,1,4,1,2,2,2,0,446436,5,0
41347,289388829,0,0,0,0,0,0,43,1,3,0,1,2,4,0,407239,4,0
41348,609851050,0,0,0,0,0,0,54,3,7,2,3,1,3,1,3491096,8,0
41349,695048385,0,0,0,0,0,0,21,1,5,1,3,1,2,0,621964,5,0
41350,154153350,0,0,0,0,0,1,113,2,7,2,4,1,2,0,899377,8,0
41351,730136594,0,0,0,0,0,0,113,2,6,1,3,0,2,0,678223,7,0
41352,491392736,0,0,0,0,0,0,113,3,5,2,2,1,1,1,3345471,6,0
41353,622074039,1,1,1,1,1,1,113,2,6,2,4,2,4,0,914216,8,0
41354,191144677,0,0,0,0,0,0,22,2,4,1,2,2,3,0,433649,6,0
41355,860329468,0,0,0,0,1,0,98,2,4,1,2,1,3,1,3368639,4,0
41356,377977510,0,0,0,0,0,0,70,2,6,2,3,1,1,0,834339,8,1
41357,176368828,0,0,0,0,0,0,113,2,4,2,2,1,4,1,3348158,5,0
41358,598927250,0,0,0,0,0,1,105,2,5,1,2,1,3,1,3448277,6,0
41359,658704374,1,1,1,2,1,1,113,1,1,0,0,1,2,0,166681,3,0
41360,726536758,0,0,0,0,0,0,36,1,2,0,1,0,0,0,423402,3,0
41361,730561931,1,1,1,1,2,1,101,1,5,1,3,2,3,1,3632911,6,0
41362,641484116,0,0,0,0,0,0,104,0,1,0,1,0,2,0,316034,1,0
41363,888203177,0,0,0,0,0,0,68,1,3,1,2,1,1,0,438776,4,0
41364,710994587,0,0,0,1,0,0,113,2,3,1,1,1,3,1,3249503,5,0
41365,133436628,0,0,0,1,0,0,113,4,9,3,4,0,1,0,778237,9,0
41366,44891168,0,0,0,0,0,0,113,0,2,0,2,1,2,0,393566,4,0
41367,924110334,0,0,0,0,0,1,113,1,2,0,1,1,2,0,318739,3,0
41368,80621226,1,1,1,1,1,1,113,1,4,0,2,2,4,1,3432309,6,0
41369,52966295,0,0,0,0,0,0,79,3,6,2,3,1,2,1,3446260,8,0
41370,222674817,1,1,1,1,1,1,113,2,6,2,4,1,1,0,843601,7,0
41371,114155927,0,0,0,0,0,0,93,3,8,2,4,1,3,0,1015887,9,1
41372,421021082,1,1,1,1,1,1,113,1,4,1,3,2,4,0,809604,5,0
41373,812161029,0,0,0,0,0,0,30,1,3,1,2,1,2,1,3259385,4,0
41374,905545302,0,0,0,0,0,0,113,1,4,1,3,1,2,0,685856,5,0
41375,779657007,0,0,0,0,0,0,113,2,6,1,3,2,3,1,3468347,8,0
41376,256275848,1,1,1,1,1,1,54,3,7,2,3,2,2,1,3627662,7,0
41377,23542504,0,0,0,0,0,1,24,1,4,1,2,2,3,0,460269,5,0
41378,409512296,0,0,0,0,0,0,113,1,4,1,2,0,1,0,583916,5,0
41379,571668934,1,1,1,1,1,1,113,3,8,2,5,1,2,0,964726,8,0
41380,594123486,1,1,1,1,1,1,113,1,5,1,3,0,1,1,3597204,6,1
41381,276812372,0,0,0,0,0,0,113,1,3,1,2,0,0,0,433681,4,0
41382,982451720,0,0,0,0,0,0,113,1,4,0,2,2,2,0,617976,5,0
41383,19424141,1,1,1,1,1,1,113,1,4,1,2,1,2,0,552334,5,0
41384,830709178,1,1,1,1,2,1,113,0,2,0,1,1,3,0,271604,4,0
41385,923590151,0,0,0,1,0,0,113,2,4,1,1,0,2,0,269015,6,0
41386,995463525,1,1,1,1,1,1,113,3,7,2,4,2,2,0,802667,7,0
41387,475257437,0,0,0,0,0,0,113,3,5,2,2,1,1,1,3385645,6,0
41388,771958501,0,0,0,0,0,0,113,1,3,1,2,1,2,1,3418039,4,0
41389,426910013,0,0,0,0,0,1,39,2,5,2,2,2,2,0,466682,6,0
41390,666449378,0,0,0,0,0,0,113,2,7,2,4,2,4,0,813137,7,0
41391,638610849,0,0,0,0,0,0,48,2,7,2,4,0,1,0,823774,8,0
41392,373914482,1,1,1,1,1,1,113,1,3,1,2,1,2,0,453633,4,0
41393,852346979,0,0,0,0,0,1,113,2,4,2,2,0,1,0,395209,5,0
41394,921929540,1,1,1,1,1,1,113,3,6,2,2,2,2,0,458806,6,0
41395,70473339,0,0,0,0,0,0,94,2,5,1,2,1,1,0,550346,6,0
41396,270769746,0,0,0,0,0,0,62,3,6,2,2,1,1,0,454457,8,0
41397,313906185,0,0,0,0,0,0,63,1,5,1,3,2,4,0,743240,6,0
41398,275543105,0,0,0,0,0,0,113,1,5,1,3,2,4,0,595024,5,0
41399,889425775,0,0,0,0,0,0,113,3,7,2,3,1,3,0,675242,7,0
41400,871705464,0,0,0,0,1,0,113,1,3,0,1,1,2,0,236181,5,0
41401,303684174,0,0,0,0,0,0,65,1,1,0,0,1,1,0,113690,1,0
41402,916329269,0,0,0,0,1,0,113,2,5,1,2,1,2,0,434925,5,0
41403,337574159,0,0,0,0,0,0,63,3,7,2,4,2,4,0,958810,9,0
41404,506481963,0,0,0,0,0,0,113,1,2,0,1,0,2,0,197842,3,0
41405,423184256,0,0,0,0,0,0,113,0,1,0,0,1,2,0,96199,2,0
41406,271649762,0,0,0,0,0,0,113,3,6,2,3,1,3,0,808205,8,0
41407,288133413,1,1,1,2,1,1,113,1,3,1,1,2,4,0,282648,5,0
41408,794157251,0,0,0,0,0,0,110,2,4,2,2,1,2,0,505248,4,0
41409,953160384,0,0,0,0,0,0,113,0,2,0,2,1,2,0,510921,2,0
41410,312334809,0,0,0,0,0,0,90,3,6,2,3,1,4,0,667889,6,0
41411,709587415,0,0,0,0,0,0,113,1,4,1,2,1,2,0,513172,5,0
41412,390816356,0,0,0,1,0,1,113,3,6,2,3,2,2,1,3448436,7,0
41413,7791338,1,1,1,1,1,1,89,1,2,1,1,0,2,0,211380,2,0
41414,867919752,1,1,1,1,1,1,31,0,2,0,1,0,0,0,205513,3,0
41415,473212778,0,0,0,0,0,0,113,2,5,1,2,0,0,0,499328,6,0
41416,496785627,0,0,0,0,0,0,113,2,5,2,3,0,3,0,681651,7,0
41417,250272728,0,0,0,0,1,0,92,2,4,1,2,0,2,0,625260,5,0
41418,70814897,0,0,0,0,0,0,41,1,4,0,2,1,3,1,3386038,5,0
41419,620193950,0,0,0,0,0,1,113,2,4,1,2,1,2,0,419500,5,0
41420,381633769,1,1,1,1,1,2,113,1,3,1,2,0,1,0,453626,5,0
41421,29071335,0,0,0,0,0,0,53,1,1,0,0,0,1,0,69395,2,0
41422,21713555,1,1,1,1,1,1,108,1,1,0,0,0,1,0,39318,3,0
41423,290966647,0,0,0,0,0,0,75,0,1,0,0,1,2,0,11187,1,0
41424,131282169,0,0,0,0,0,0,58,1,4,1,2,0,1,1,3317930,5,0
41425,654378525,0,0,0,0,0,0,109,2,4,2,2,1,2,0,576915,5,0
41426,947711890,1,1,1,1,1,1,113,1,4,1,3,2,4,1,3455542,5,0
41427,78776242,0,0,0,0,1,0,113,1,4,1,2,1,2,0,484699,5,0
41428,600603773,0,0,0,0,0,0,68,1,4,1,2,2,4,0,578977,6,0
41429,292064971,0,0,0,0,0,1,86,1,4,0,2,1,1,1,3445099,5,0
41430,704244042,0,0,0,0,0,0,103,2,5,1,2,2,2,0,633471,6,0
41431,133996208,0,0,0,0,0,0,91,2,5,1,3,1,2,1,3535601,6,0
41432,588959909,0,0,0,0,0,0,113,2,5,2,3,0,1,0,679660,7,0
41433,615081832,1,1,1,1,1,1,66,2,4,1,2,1,2,0,623513,5,0
41434,14689465,0,0,0,0,0,0,9,1,3,1,2,1,1,1,3456189,4,1
41435,623732701,0,0,0,0,0,0,48,2,5,1,3,2,4,0,629095,6,0
41436,715146908,1,1,1,1,2,1,58,3,7,2,3,1,3,0,693733,7,0
41437,302856814,0,0,0,0,0,1,95,1,4,1,3,2,3,0,577430,6,0
41438,178409562,0,0,0,0,0,1,113,1,3,1,2,1,1,0,441136,3,0
41439,774776175,1,1,1,1,1,1,105,3,7,2,3,0,0,0,624506,9,0
41440,931411230,1,1,1,1,1,1,25,3,7,2,3,1,3,0,637789,9,0
41441,436206154,1,1,1,1,1,1,113,2,5,1,3,1,1,0,586026,6,0
41442,560938369,0,0,0,0,0,0,113,2,5,1,2,0,1,1,3421029,6,0
41443,733872503,0,0,0,0,0,0,64,2,5,2,3,2,3,1,3638936,6,0
41444,765257912,0,0,0,0,0,0,113,0,1,0,1,0,1,0,319431,1,0
41445,197037753,0,0,0,0,1,0,113,1,4,1,2,1,1,0,464022,5,0
41446,863385147,0,0,0,0,0,0,113,3,7,2,3,1,2,0,673024,8,0
41447,467835524,1,1,1,1,2,1,78,2,7,2,5,0,2,0,1104346,8,0
41448,775708662,0,0,0,0,0,0,66,2,5,1,2,2,4,0,448427,6,1
41449,795230652,0,0,0,0,0,0,113,2,7,2,4,2,2,1,3634858,8,0
41450,52438797,0,0,0,0,0,0,95,1,3,1,2,1,2,0,547415,4,0
41451,630082957,0,0,0,0,0,0,113,2,4,2,2,1,3,0,397870,6,0
41452,313463465,0,0,0,0,0,0,94,2,6,2,3,2,2,0,657308,6,0
41453,943215651,0,0,0,0,0,0,56,2,4,1,2,2,2,1,3347859,5,0
41454,195482428,0,0,0,0,0,0,113,3,7,2,3,2,2,0,750228,7,0
41455,384732452,0,0,0,0,0,0,113,2,5,2,2,0,1,0,571955,6,0
41456,262474143,0,0,0,0,0,0,113,2,6,1,3,1,3,0,727047,7,0
41457,660261485,0,0,0,0,0,0,113,1,4,1,3,0,1,0,584541,4,0
41458,135151639,0,0,0,0,0,0,112,1,3,1,2,2,4,0,443645,3,0
41459,969934213,0,0,0,0,0,0,86,1,2,0,1,2,3,1,3092923,3,0
41460,186521177,0,0,0,0,0,0,113,3,5,2,2,0,1,1,3324324,5,0
41461,418892357,1,1,1,1,1,1,109,2,4,1,2,2,3,0,500871,5,0
41462,783839973,0,0,0,0,0,0,113,1,2,1,1,0,0,0,286968,3,0
41463,338854835,0,0,0,1,0,0,83,1,4,1,2,1,1,1,3380673,5,0
41464,615186484,0,0,0,0,0,0,113,2,6,2,3,0,1,0,704981,7,0
41465,833782131,0,0,0,0,0,1,86,3,7,2,3,1,1,0,777938,9,1
41466,91421221,0,0,0,0,0,0,66,2,4,2,2,2,4,0,393619,5,0
41467,821094300,0,0,0,0,0,0,11,3,7,2,3,2,3,0,611933,8,0
41468,272943979,0,0,0,0,0,0,102,0,1,0,1,2,2,0,306910,2,0
41469,719123080,1,1,1,2,1,1,24,1,1,0,0,2,3,0,339149,2,1
41470,796440960,0,0,0,0,0,0,113,2,6,1,3,1,1,1,3628480,6,0
41471,692645811,0,0,0,0,0,0,58,2,5,2,3,0,0,1,3586474,6,0
41472,456667466,0,0,0,0,1,0,104,3,8,2,4,1,2,1,3660266,9,0
41473,185145305,0,0,0,0,0,0,91,2,6,2,3,2,2,0,672661,7,0
41474,478036712,1,1,1,1,1,1,113,2,6,1,3,1,2,1,3462353,6,0
41475,697442400,0,0,0,0,0,0,113,2,6,2,3,3,4,0,634055,7,0
41476,2100178,0,0,0,0,0,0,113,1,3,0,1,2,4,0,320118,4,0
41477,115839932,1,1,1,1,1,1,96,2,7,2,4,1,2,0,795212,7,0
41478,501788637,0,0,0,0,0,0,61,3,6,2,3,1,2,1,3456002,8,0
41479,915620802,1,1,1,1,1,1,113,2,6,2,3,2,2,0,686788,7,0
41480,591928483,0,0,0,1,0,0,43,3,7,2,4,2,3,0,882296,9,0
41481,857622495,0,0,0,0,0,0,76,0,1,0,0,0,1,0,509,2,0
41482,817205062,0,0,0,0,0,0,38,1,5,1,3,0,2,0,681052,6,0
41483,387122166,0,0,0,1,0,0,42,2,4,1,2,0,1,0,464884,6,0
41484,266509370,0,0,0,0,0,0,95,2,5,2,3,0,2,0,655325,6,0
41485,89024434,1,1,1,1,1,1,24,3,6,2,3,1,3,0,713855,8,0
41486,290149269,0,0,0,0,0,1,22,3,6,2,3,0,1,0,722437,6,0
41487,324823324,0,0,0,1,0,1,113,3,6,2,3,2,3,0,689762,7,0
41488,787507394,0,0,0,0,0,0,113,1,2,1,1,1,2,0,290975,2,0
41489,656874311,0,0,0,1,0,0,69,2,4,1,2,3,4,0,501424,6,0
41490,284406814,1,1,1,1,1,1,41,2,5,1,2,1,2,0,466155,7,0
41491,342116934,0,0,0,1,0,1,97,2,5,2,3,2,4,0,734821,5,0
41492,604167559,1,1,1,1,1,1,104,1,3,1,2,1,2,0,419386,5,0
41493,326689359,0,0,0,0,0,0,113,3,6,2,3,0,1,0,712101,7,0
41494,283485455,0,0,0,0,0,0,100,0,0,0,0,0,1,1,2991481,1,0
41495,877554885,0,0,0,0,0,0,59,2,5,1,2,0,2,0,397323,5,0
41496,609822200,0,0,0,0,0,0,113,2,6,1,3,1,4,0,594400,6,0
41497,858996428,1,1,1,1,1,1,113,3,6,2,3,0,3,0,657699,8,0
41498,192072198,0,0,0,0,0,0,27,1,2,1,1,0,0,1,3081046,4,0
41499,624837807,0,0,0,0,0,0,113,3,6,2,3,1,2,1,3659938,7,0
41500,255685787,0,0,0,0,1,0,113,0,1,0,1,0,2,0,370482,2,0
41501,354846440,0,0,0,0,0,0,113,0,1,0,1,0,0,0,351709,1,0
41502,264041598,1,1,1,1,1,1,113,1,3,1,2,1,2,1,3457907,4,0
41503,7693184,1,1,1,2,1,1,42,1,4,1,3,1,2,0,614839,4,0
41504,990513390,1,1,1,1,1,1,90,2,6,2,3,0,2,1,3568901,7,0
41505,614405751,0,0,0,0,0,0,56,1,2,0,1,2,2,0,287449,3,0
41506,629226419,0,0,0,0,0,0,113,2,3,1,1,0,0,0,336998,3,0
41507,969225624,0,0,0,1,0,0,113,2,7,2,4,2,2,0,942358,9,0
41508,420786509,0,0,0,0,0,0,14,1,3,0,1,0,1,0,421259,3,0
41509,914883693,0,0,0,0,0,0,113,2,4,1,1,1,2,0,201622,4,0
41510,304053834,0,0,0,0,0,0,113,1,3,0,2,0,1,0,504630,4,0
41511,918487137,0,0,0,1,1,0,54,1,3,1,2,0,2,0,489513,5,0
41512,741944758,1,1,1,1,1,1,108,2,4,1,2,1,2,1,3307439,5,0
41513,369525014,0,0,0,0,0,0,113,3,5,2,2,1,3,0,391297,6,0
41514,188164533,0,0,0,0,0,0,42,2,6,1,3,0,0,0,724393,8,0
41515,394593790,0,0,0,0,0,0,29,2,6,1,3,1,2,0,596913,8,0
41516,592316691,0,0,0,1,0,1,113,2,4,1,2,1,3,1,3287468,5,0
41517,718529056,0,0,0,0,0,0,19,1,2,1,1,1,1,0,452551,2,1
41518,745836842,0,0,0,0,0,0,87,0,3,0,2,0,1,0,527607,4,0
41519,824899238,0,0,0,1,1,0,92,1,4,1,3,1,2,0,656353,5,0
41520,704603882,0,0,0,0,0,0,62,1,3,1,2,2,3,0,627864,4,0
41521,25224272,0,0,0,0,0,1,113,0,1,0,1,0,2,0,264675,2,0
41522,643596305,0,0,0,1,0,1,113,1,4,1,2,1,3,1,3260420,4,0
41523,305691273,0,0,0,0,0,0,49,2,7,2,4,0,0,1,3676205,8,0
41524,183780708,0,0,0,0,0,0,30,3,5,2,2,2,3,1,3496502,6,0
41525,454281876,0,0,0,1,0,0,113,2,4,1,2,2,4,1,3433163,5,0
41526,84244237,1,1,1,1,1,1,113,1,3,1,2,2,3,0,494069,4,0
41527,350490089,0,0,0,0,0,0,10,2,4,2,2,1,2,0,383004,5,0
41528,220668152,0,0,0,0,0,0,40,2,4,1,2,2,3,1,3279478,5,0
41529,304735737,1,1,1,1,1,1,113,2,6,2,3,2,3,0,677639,7,0
41530,669150535,0,0,0,0,0,0,81,1,1,0,0,0,1,0,211564,1,0
41531,297302755,0,0,0,0,0,0,113,3,6,2,3,2,4,0,575179,7,0
41532,358501261,0,0,0,0,0,0,98,1,4,1,2,2,2,0,541743,5,0
41533,594071946,0,0,0,0,0,0,113,3,7,2,3,1,2,0,640567,8,0
41534,427315528,1,1,1,1,1,1,87,3,7,2,3,2,3,0,591554,9,0
41535,976585574,0,0,0,0,0,0,28,1,4,1,3,1,3,1,3442166,5,0
41536,273636024,1,1,2,1,2,2,69,2,5,2,2,2,2,1,3387109,6,0
41537,225827142,0,0,0,0,0,0,54,1,3,0,1,1,2,0,322577,4,0
41538,863198296,0,0,0,0,1,0,54,1,3,1,2,1,2,1,3467894,4,0
41539,796301207,0,0,0,0,0,1,113,2,5,1,2,2,3,0,562496,7,0
41540,430761885,0,0,0,0,1,0,113,2,6,1,3,1,2,0,751684,8,0
41541,619513634,1,1,1,1,1,2,113,1,3,0,2,1,1,0,470195,4,0
41542,319668786,0,0,0,0,0,0,86,2,5,2,2,0,1,1,3461585,6,0
41543,932553803,0,0,0,0,0,0,82,2,4,1,2,1,2,0,549289,6,0
41544,827688954,0,0,0,0,1,0,87,1,2,1,1,0,1,0,209691,3,0
41545,162335063,0,0,0,1,0,0,105,2,4,1,2,1,1,0,545933,5,0
41546,251660662,0,0,0,0,0,0,100,2,5,1,2,1,2,0,494740,6,0
41547,161840772,0,0,0,0,0,0,113,2,5,1,3,2,2,1,3482415,5,0
41548,149151478,0,0,0,0,0,0,102,2,5,2,3,0,1,0,699755,6,0
41549,24657543,0,0,0,1,0,0,23,1,3,0,1,0,2,0,270999,3,0
41550,554351894,1,1,1,1,1,1,49,1,3,1,2,2,4,0,511732,3,0
41551,320985757,0,0,0,1,1,0,42,1,4,1,2,0,0,0,417807,4,0
41552,264607006,1,1,1,1,2,1,113,2,5,1,3,1,2,0,637596,7,0
41553,976816660,0,0,0,0,0,0,75,2,3,1,1,3,3,1,3162636,3,0
41554,756165314,0,0,0,0,0,0,91,2,5,2,3,1,2,0,757634,6,0
41555,212308731,0,0,0,0,0,0,89,2,3,1,1,1,2,0,264095,3,0
41556,928746282,1,1,1,1,1,2,113,1,3,1,2,2,3,0,579393,3,0
41557,3285466,1,1,1,1,1,1,90,2,6,2,3,1,3,1,3525454,7,0
41558,77009964,1,1,1,1,1,1,113,2,5,1,3,0,0,0,676293,5,0
41559,594080059,1,1,1,1,1,1,113,2,5,2,3,2,3,0,665805,5,0
41560,47160487,0,0,0,0,0,0,32,3,8,2,4,2,2,1,3652219,9,0
41561,874301234,0,0,0,0,0,0,113,1,2,0,1,3,4,0,191828,2,0
41562,288469620,0,0,0,0,0,0,113,2,4,2,2,1,1,0,556140,5,0
41563,373710507,0,0,0,0,0,0,110,2,5,1,2,0,1,0,389333,6,0
41564,610531401,0,0,0,0,1,0,113,1,3,1,2,1,1,0,386411,4,0
41565,652661385,0,0,0,0,0,0,113,2,3,1,1,2,3,0,235528,3,0
41566,663673093,0,0,0,0,0,0,113,1,4,0,2,1,1,0,443981,4,0
41567,212383127,1,1,1,1,1,2,40,2,3,1,1,2,3,0,308132,4,0
41568,165367378,0,0,0,0,0,0,93,3,8,2,4,1,1,1,3857768,9,0
41569,677999770,0,0,0,0,0,0,33,1,3,1,2,1,3,0,570560,4,0
41570,264975140,0,0,0,1,0,0,113,2,5,2,2,2,4,0,486345,6,0
41571,701708640,0,0,0,0,0,1,31,1,4,1,2,0,1,0,567381,5,0
41572,451678056,0,0,0,0,0,0,56,3,7,2,3,1,4,0,1160946,7,1
41573,185933486,1,1,1,1,1,1,20,1,5,1,3,0,0,0,629485,7,0
41574,547064157,0,0,0,0,0,0,113,1,2,0,1,1,1,0,364727,3,1
41575,808870647,1,1,1,1,1,1,30,1,2,0,1,1,3,0,273798,4,0
41576,226415485,1,1,1,1,1,1,108,3,8,2,4,2,3,0,895749,8,0
41577,216892735,1,1,1,1,2,1,86,3,8,2,4,1,3,0,911698,9,0
41578,401905983,0,0,0,0,0,0,68,3,6,2,2,1,3,0,402026,7,0
41579,485292879,1,1,1,1,1,1,113,2,4,1,2,2,4,1,3267944,6,0
41580,272175978,1,1,1,1,1,1,113,2,5,1,2,1,1,0,397833,6,0
41581,456285602,0,0,0,0,0,0,113,3,7,2,4,2,2,0,788481,7,0
41582,807736641,0,0,0,0,0,0,113,1,5,1,3,2,2,0,732239,6,0
41583,489621446,0,0,0,0,0,0,113,4,9,3,5,0,1,0,968281,10,0
41584,973597024,0,0,0,0,0,0,32,3,6,2,2,1,1,0,425565,7,0
41585,3096879,0,0,0,0,1,1,113,2,3,1,1,1,1,1,3091631,3,0
41586,922607859,0,0,0,0,0,0,113,2,4,1,2,2,4,0,535291,5,0
41587,205627323,0,0,0,0,0,1,113,1,3,1,2,3,5,0,404259,5,0
41588,2937086,1,1,1,1,1,1,113,0,2,0,1,1,2,0,213256,2,0
41589,218499635,0,0,0,1,1,0,68,1,3,1,2,2,4,0,407642,4,0
41590,27533816,0,0,0,0,0,0,113,1,3,1,2,1,1,1,3277814,3,0
41591,315858985,1,1,1,1,1,1,96,0,3,0,2,2,2,0,437233,4,0
41592,95497931,0,0,0,0,0,0,98,3,7,3,3,2,3,0,607163,8,0
41593,205787255,1,1,1,1,1,1,113,1,4,1,2,2,4,0,443284,6,0
41594,815915815,0,0,0,0,0,0,113,2,5,2,3,1,2,0,708516,6,0
41595,391312330,0,0,0,0,0,0,113,3,7,2,3,1,1,0,762345,7,0
41596,371229972,0,0,0,0,0,0,113,3,8,2,4,2,3,0,967029,10,0
41597,201087850,1,1,1,1,1,1,93,2,5,1,2,2,2,0,382356,6,0
41598,322400363,0,0,0,0,0,1,99,2,5,1,2,0,2,1,3476744,6,0
41599,879545852,0,0,0,0,0,0,113,1,3,1,2,2,3,1,3366711,3,0
41600,473893797,0,0,0,0,0,0,30,0,0,0,0,1,2,0,190725,1,0
41601,890530296,0,0,0,0,0,1,101,2,6,2,3,1,2,0,1039644,7,1
41602,451918697,0,0,0,0,0,0,18,1,5,1,3,1,1,0,585675,5,0
41603,177995768,1,1,1,2,2,1,113,0,1,0,1,0,0,0,261522,2,0
41604,639345304,0,0,0,0,0,0,93,1,4,1,3,2,2,0,723270,5,0
41605,215835415,0,0,0,1,0,0,44,3,7,2,3,1,3,1,4045117,8,1
41606,348818920,0,0,0,0,0,0,24,1,2,0,1,1,2,0,274561,2,0
41607,643251904,0,0,0,0,0,0,113,3,6,2,2,1,1,0,490908,7,0
41608,477772329,1,1,1,1,1,1,113,2,4,1,2,1,3,1,3470295,5,0
41609,19108601,0,0,0,1,0,0,57,1,4,1,2,2,4,0,494659,5,0
41610,296067887,1,1,1,1,1,1,113,2,4,1,2,0,2,0,619044,5,0
41611,627335017,1,1,1,1,1,1,108,2,5,1,3,1,2,1,3533223,7,0
41612,351381841,0,0,0,0,0,0,113,1,4,1,2,1,3,0,436347,4,0
41613,502854827,0,0,0,0,0,1,35,2,4,1,2,1,3,0,416650,4,0
41614,976164805,0,0,0,0,0,0,113,3,5,2,2,1,2,0,396175,6,0
41615,132802992,0,0,0,0,0,0,81,0,3,0,2,2,3,1,3466693,4,0
41616,949491405,0,0,0,0,0,0,113,1,5,1,3,2,2,0,720116,6,0
41617,201355505,0,0,0,0,0,0,51,0,3,0,2,0,0,0,556800,5,0
41618,640168872,1,1,1,2,1,1,111,0,3,0,2,0,1,1,3512373,4,1
41619,764574117,0,0,0,0,0,0,89,3,6,2,2,2,4,1,3288016,8,0
41620,274080378,1,1,1,1,1,1,113,3,7,2,3,1,3,0,591168,9,0
41621,643926514,0,0,0,0,0,0,45,1,4,0,2,0,0,0,432752,4,0
41622,808103161,0,0,0,0,0,0,113,0,2,0,2,1,2,1,3267124,2,0
41623,388015624,1,1,1,1,1,1,96,3,8,2,4,1,3,1,3778774,10,0
41624,701240173,0,0,0,0,0,0,66,1,4,1,2,1,2,0,414764,5,0
41625,473773541,0,0,0,1,0,1,113,2,7,2,4,0,1,0,870641,8,0
41626,966596598,0,0,0,0,0,0,104,2,6,1,3,2,4,0,587662,6,0
41627,433351321,0,0,0,0,0,0,29,2,5,1,2,1,2,0,566638,7,0
41628,641269875,0,0,0,0,0,1,43,1,3,1,1,0,1,0,405418,4,0
41629,280037225,1,1,1,1,1,1,113,0,3,0,2,1,2,1,3277479,4,0
41630,58087635,0,0,0,0,0,0,59,0,2,0,2,1,3,0,576708,3,0
41631,505116067,0,0,0,0,0,0,67,1,5,1,3,2,4,1,3680665,7,0
41632,178519984,1,1,1,1,1,1,39,1,3,1,2,1,1,0,428518,4,0
41633,740166024,1,1,1,1,1,1,113,2,6,2,3,1,1,0,649919,6,0
41634,376664276,1,1,1,1,1,1,113,3,7,2,3,1,2,0,658694,8,0
41635,882392900,0,0,0,1,0,0,113,1,3,1,1,1,2,0,320889,3,0
41636,308702023,0,0,0,0,0,0,109,3,5,2,2,1,2,0,539223,6,0
41637,884685130,1,1,1,1,1,1,67,2,4,1,2,1,2,0,419477,5,0
41638,878448731,0,0,0,0,1,0,45,3,8,2,4,2,2,0,783912,9,0
41639,507023460,1,1,1,1,1,1,110,1,1,0,0,0,1,1,3039658,2,0
41640,638529612,0,0,0,0,0,1,45,1,3,0,1,1,2,1,3136423,4,0
41641,854711171,0,0,0,0,1,0,113,0,1,0,0,1,2,0,69518,2,0
41642,211194365,0,0,1,0,0,1,113,3,6,2,3,1,2,0,615349,7,0
41643,749332178,0,0,0,0,0,0,41,2,5,1,2,1,1,0,430240,6,0
41644,970117332,0,0,0,0,0,1,113,0,2,0,1,1,2,0,197932,3,0
41645,751462992,0,0,0,0,0,0,104,2,4,1,2,1,3,0,556108,6,0
41646,310919963,1,1,1,1,1,1,113,2,7,2,4,2,3,0,874849,8,0
41647,641586501,0,0,0,0,0,0,113,2,4,1,1,1,2,0,284178,4,0
41648,638625074,0,0,0,0,0,0,68,1,4,1,2,1,2,0,442730,5,0
41649,975750075,0,0,0,0,1,0,113,1,5,1,3,0,3,1,3592981,5,0
41650,708599870,1,1,1,1,1,1,113,2,6,1,3,1,2,0,763494,8,0
41651,164444109,0,0,0,0,0,0,113,2,5,1,3,2,4,1,3446530,6,0
41652,712000758,1,1,1,1,2,1,31,0,2,0,2,0,1,1,3294962,3,0
41653,975701268,0,0,0,0,0,0,99,1,3,0,1,2,2,0,229779,4,0
41654,561631802,0,0,0,0,1,0,113,2,5,1,3,1,3,0,725881,6,0
41655,561163876,0,0,0,0,0,0,113,1,5,1,3,2,4,0,734788,6,0
41656,779071300,1,1,1,1,1,1,66,2,6,2,3,1,1,0,717436,7,0
41657,854162929,0,0,0,0,1,0,113,2,7,2,4,2,2,0,910997,8,0
41658,997007356,0,0,0,0,0,0,43,1,3,1,2,1,3,0,540563,4,0
41659,490421676,0,0,0,0,0,0,113,2,5,2,3,0,1,0,764107,5,0
41660,421780081,0,0,0,0,0,0,7,2,5,1,2,2,2,0,537159,5,0
