activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,2,2,2,225000,NA,3.75,1.01,2,3934.44,NA,0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,1,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29049,29049960300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,31,1,2,2,2,215000,NA,2.75,-0.793,2,5516.34,NA,3497.39,1372.7,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,NA,NA,2,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,235000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,116,NA,9,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099700113,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Joint,Joint,1,2,2,2,31,1,2,2,2,295000,97.16,2.75,0.573,2,14135.48,NA,7368.51,4451.73,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,147,45,2,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29113,29113810201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,115000,54.59,3.375,0.584,3,4224.28,NA,3143.37,1893.37,,240,NA,NA,2,2,2,2,215000,1,2,3,5,1,NA,140,20%-<30%,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,2,205000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,71,47,3,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29113,29113810301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,265000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,82,NA,9,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,315000,67.64,3.5,-0.131,2,3201.08,NA,2027.88,777.88,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,160,<20%,1,9,2
2020,549300FGXN1K3HLB1R50,44180,MO,29225,29225470202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,115000,87.73,3.125,0.599,2,5533.69,NA,1625.28,1134.85,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,53,50%-60%,3,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311736,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,315000,52.11,3.375,0.267,2,3695.58,NA,2031.75,781.75,,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,184,<20%,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099701403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,205000,72.65,3.5,-0.105,2,3130.25,NA,2012.84,762.84,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,91,36,1,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29091,29091090300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,345000,58.47,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,40,>60%,1,10,2
2020,549300FGXN1K3HLB1R50,27900,MO,29145,29145020601,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,3,31,1,2,2,2,135000,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,52,NA,9,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,2,1,31,1,2,2,2,175000,74.95,3.99,0.504,2,4886.12,NA,3800,2550,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,37,45,2,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183310901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,4,0,2,1,31,1,2,2,2,95000,NA,NA,NA,3,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,148,NA,9,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099700109,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,31,1,2,2,2,265000,72.23,3.5,0.905,2,3055.79,NA,1900.13,650.13,,240,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,113,36,1,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037060301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,31,1,2,2,2,195000,NA,3.5,-0.164,2,993,NA,0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,44,50%-60%,2,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,32,1,2,2,2,145000,91.6,2.99,-0.039,2,5294.66,NA,4690.44,4690.44,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,68,45,2,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037061100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,485000,100,3.49,0.203,2,6572.65,NA,5412.38,5412.38,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,221,43,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,225000,84,3.375,0.467,2,5021,NA,4536,,,240,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,130,30%-<36%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095008600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,335000,81.95,3.5,-0.079,2,5378.06,NA,3770,2520,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,130,<20%,1,9,2
2020,549300FGXN1K3HLB1R50,27900,MO,29145,29145020700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,155000,89.27,2.875,0.402,2,5032.62,NA,3356,2156,,180,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,103,37,2,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29221,29221460500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,2,2,2,145000,NA,3.125,0.088,2,2494,NA,0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29049,29049960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,115000,72.25,3.75,0.365,2,4601.77,NA,3538.5,2456.5,,324,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,32,39,3,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021206,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,31,1,2,2,2,125000,NA,2.99,-0.477,2,3534.9,NA,2381.29,1183.89,,300,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,2,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021805,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,3,1,1,2,2,2,295000,100,2.99,-0.273,2,4580.44,NA,3687.5,737.5,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,116,50%-60%,3,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189221625,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,285000,82.5,3.375,0.618,2,3107.95,NA,1971.93,721.93,,240,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,176,30%-<36%,3,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189220432,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,2,2,2,225000,NA,2.99,-0.056,2,3793,NA,0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095015900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,2,2,95000,94.16,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,106,20%-<30%,2,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077002402,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,31,1,2,2,2,115000,NA,2.99,-0.268,2,2422.69,NA,1304.72,176.26,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,2,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29101,29101960500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,2,1,31,1,2,2,2,105000,49.4,3.375,0.129,2,2324.49,NA,1250,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,112,<20%,2,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021307,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,32,1,2,2,2,205000,79.84,2.99,0.612,2,8925.82,NA,3795.75,1787.75,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,74,50%-60%,1,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,85000,59.27,2.99,0.534,2,4346.54,NA,3280.76,3008.35,,180,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,79,20%-<30%,2,9,2
2020,549300FGXN1K3HLB1R50,27900,MO,29097,29097011200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,175000,70,2.625,0.25,2,4761.38,NA,3174.34,1924.34,,240,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,80,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,27620,MO,29051,29051010300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,3,31,1,2,2,2,175000,NA,2.99,-0.589,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,2,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510102200,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,3,32,1,2,2,2,115000,70.19,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,46,44,3,9,3
2020,549300FGXN1K3HLB1R50,44180,MO,29043,29043020203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,1,1,1,1,2,2,2,175000,63.63,2.875,0.201,2,1940.22,NA,0,,,240,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,68,20%-<30%,1,10,3
2020,549300FGXN1K3HLB1R50,99999,MO,29141,29141470100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,2,105000,59.08,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,49,42,1,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095010201,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,32,1,2,2,2,105000,82.88,3.5,0.894,2,5622.89,NA,1000,,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,23,45,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189217852,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,235000,71.75,2.75,-0.024,2,2034.1,NA,811,,,180,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,481,<20%,1,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095006500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,3,2,1,31,1,2,2,2,195000,69.26,3.5,0.384,2,4131.83,NA,4048.61,4048.61,,300,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,118,20%-<30%,2,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29009,29009960300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,225000,53.92,2.99,-0.077,2,2120.88,NA,785.84,,,180,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,279,<20%,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29219,29219820202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,175000,58.13,3.5,0.504,2,7027.25,NA,5406.25,4156.25,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,49,41,2,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095009800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,175000,80,3.25,0.039,2,4126.04,NA,3192,2592,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,58,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510102500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,195000,89.53,3.375,0.552,2,5448.29,NA,4352.72,3850,,240,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,98,20%-<30%,1,10,3
2020,549300FGXN1K3HLB1R50,27900,MO,29097,29097011100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,235000,86.83,3.375,0.085,2,6115.1,NA,4515.63,3265.63,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,138,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,27620,MO,29135,29135385400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,2,2,2,1,1,2,2,2,155000,96.5,3.75,1.038,2,7262.28,NA,4085.28,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,83,36,1,9,2
2020,549300FGXN1K3HLB1R50,17860,MO,29019,29019001702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,205000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,238,20%-<30%,2,9,2
2020,549300FGXN1K3HLB1R50,44180,MO,29043,29043020303,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,2,2,2,105000,NA,4.125,1.104,2,1839,NA,0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29229,29229490300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,31,1,2,2,2,145000,NA,3.25,0.199,2,2822.39,NA,2281.34,2135.25,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095009000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,1,1,1,2,2,2,105000,80,3.375,0.124,3,2696.5,NA,950,,,360,NA,NA,2,2,2,2,125000,1,3,3,5,1,NA,NA,20%-<30%,2,10,2
2020,549300FGXN1K3HLB1R50,17860,MO,29019,29019001902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,205000,88.13,3.5,0.391,2,4147.08,NA,2550,1300,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,95,46,1,10,3
2020,549300FGXN1K3HLB1R50,27900,MO,29145,29145020700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,95000,49.88,2.99,0.201,2,4274.58,NA,2600,1350,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,57,20%-<30%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047022301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,32,1,2,2,2,125000,66.43,3.375,0.631,2,7201.33,NA,3384.46,2108.96,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,65,39,3,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29043,29043020306,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,155000,72.37,2.99,0.163,2,5896.49,NA,4268.64,3018.64,,132,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,75,44,2,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29157,29157470100,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,4,1,1,2,2,2,145000,98.94,3.75,0.84,2,3453.87,NA,210.03,210.03,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,49,41,2,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311721,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,2,2,2,155000,NA,4.125,1.111,2,2827.79,NA,0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189210804,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,1,1,2,2,2,205000,96.5,3.25,0.85,2,9971.02,NA,4284.11,2286.56,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,115,50%-60%,1,9,3
2020,549300FGXN1K3HLB1R50,99999,MO,29015,29015460800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,1,2,2,2,245000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,49,NA,9,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29039,29039870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,2,2,305000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,45,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183312001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,195000,75,3.25,0.537,2,8344.98,NA,6734.06,5714.06,,240,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,122,20%-<30%,3,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,3,2,1,31,1,2,2,2,175000,59.32,3.375,-0.067,2,6288.44,NA,5187.5,3937.5,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,48,47,2,10,1
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510123100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,31,1,2,2,2,135000,NA,3.125,0.498,2,2346,NA,0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,1,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047020604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,145000,81.97,3.5,0.959,2,4239.59,NA,2684.6,1434.6,,240,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,90,30%-<36%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29143,29143960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,145000,73.65,3.75,0.76,2,5658.06,NA,4564.25,3314.25,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,67,30%-<36%,3,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183310901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,135000,80,3.25,0.559,2,3331.69,NA,1393.55,474.55,,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,67,20%-<30%,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037060500,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,345000,100,2.75,-0.463,2,10926.9,NA,2538.96,,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,137,20%-<30%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037061300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,2,1,31,1,2,2,2,95000,60,3.25,0.586,2,4329.14,NA,3260,2925,,240,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,61,<20%,2,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189220601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,2,1,31,1,2,2,2,135000,79.45,2.99,0.026,2,2820.58,NA,1250,,,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,47,42,3,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189217000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,145000,26.34,2.875,0.274,2,6366.36,NA,4792.13,3542.13,,180,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,121,20%-<30%,2,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077005002,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,31,1,2,2,2,145000,NA,2.99,-0.608,2,2536.41,NA,1271.61,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,1,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047020201,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,31,1,2,2,2,175000,NA,3.5,-0.128,2,2154.06,NA,753.48,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29109,29109470400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,145000,80,3.75,0.453,2,3172.27,NA,1901.69,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,41,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311712,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,2,2,2,155000,NA,3.125,0.232,2,2747,NA,0,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095007100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,1,2,1,31,1,2,2,2,185000,82.17,3.375,0.328,2,7807.57,NA,6211.25,4961.25,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,74,44,3,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189221335,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,215000,70,2.99,-0.25,2,4502.89,NA,3396.44,2146.44,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,52,50%-60%,1,10,2
